Func_id	Func_name	Cen01	Cen03	Cen04	Cen05	Cen06	Cen07	Cen10	Cen12	Cen14	Cen15	Cen16	Cen17
COG0238	Ribosomal protein S18	653	887	900	936	658	831	358	313	437	384	1004	842
COG0239	"Fluoride ion exporter CrcB/FEX, affects chromosome condensation"	1238	1768	1690	1894	1336	1457	852	491	773	678	1591	1624
COG0240	Glycerol-3-phosphate dehydrogenase	3023	4327	4222	4119	3064	3585	1225	934	1454	1427	3123	4276
COG0241	Histidinol phosphatase or a related phosphatase	1755	2592	2666	2725	1793	2139	759	644	923	852	1825	2213
COG0242	Peptide deformylase	2412	3456	3438	3383	2417	2999	1058	837	1254	1259	2743	3216
COG0243	Anaerobic selenocysteine-containing dehydrogenase	9544	11862	12945	11026	8616	10081	3448	3064	4441	4381	10237	13640
COG0244	Ribosomal protein L10	1282	1931	1946	1809	1318	1657	630	541	769	668	1619	1725
COG0245	"2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"	1453	2034	2036	1941	1346	1609	676	502	795	683	1592	2093
COG0246	Mannitol-1-phosphate/altronate dehydrogenases	1081	1421	1237	1288	1065	1017	783	234	355	469	883	1389
COG0247	Fe-S oxidoreductase	6635	8231	8816	8033	6153	7046	3110	2511	3686	3335	7337	7844
COG0248	Exopolyphosphatase/pppGpp-phosphohydrolase	4111	5957	5806	5707	3987	4664	1898	1246	2036	1877	4095	6289
COG0249	DNA mismatch repair ATPase MutS	6570	9020	9421	9533	6869	8242	2610	2488	3136	3036	6176	7923
COG0250	Transcription antitermination factor NusG	2314	3527	3738	3837	2407	3108	844	821	1149	1139	2633	2965
COG0251	"Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family"	6897	9497	9543	8964	6429	7623	2368	2204	2982	2927	7455	9626
COG0252	L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D	1072	1595	1514	1351	1068	1358	450	360	534	524	1389	2233
COG0253	Diaminopimelate epimerase	2096	3038	3031	2909	2045	2495	970	726	1043	1035	2275	3150
COG0254	Ribosomal protein L31	673	983	961	937	655	858	381	326	440	351	1044	885
COG0255	Ribosomal protein L29	554	814	827	746	569	672	337	272	351	321	850	724
COG0256	Ribosomal protein L18	1030	1373	1419	1404	1010	1318	500	408	592	539	1312	1354
COG0257	Ribosomal protein L36	233	307	311	344	274	266	170	161	192	171	435	253
COG0258	5'-3' exonuclease	3269	4333	4719	4409	3091	3833	1345	1045	1713	1640	3637	4362
COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase	1410	1867	1797	1717	1366	1454	683	428	673	649	1537	2187
COG0260	Leucyl aminopeptidase	3213	4552	4497	4590	3375	3929	1396	1092	1626	1675	3550	4225
COG0261	Ribosomal protein L21	1034	1461	1469	1383	1033	1296	486	415	614	562	1343	1298
COG0262	Dihydrofolate reductase	3909	4526	4673	4340	3186	3722	1137	871	1501	1313	4115	5025
COG0263	Glutamate 5-kinase	1882	2783	2541	2438	2003	2143	807	625	940	909	2124	2563
COG0264	Translation elongation factor EF-Ts	1951	2797	2895	2686	1949	2516	816	730	1040	995	2285	2754
COG0265	"Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain"	15649	22667	23044	21350	16077	18093	5208	5517	7840	7315	17327	22167
COG0266	Formamidopyrimidine-DNA glycosylase	4217	5709	5752	5298	3902	4543	2159	1322	2367	2014	4823	6191
COG0267	Ribosomal protein L33	451	552	520	531	442	480	264	222	291	248	726	467
COG0268	Ribosomal protein S20	677	976	954	919	734	859	348	301	417	406	940	857
COG0269	3-keto-L-gulonate-6-phosphate decarboxylase	193	256	234	288	168	207	88	73	85	65	183	237
COG0270	Site-specific DNA-cytosine methylase	4998	4721	5282	5694	2987	4049	1545	1031	1559	1434	3654	4091
COG0271	Stress-induced morphogen (activity unknown)	416	677	652	695	584	577	208	220	194	225	574	540
COG0272	NAD-dependent DNA ligase	5941	8339	8800	8493	5765	7159	2303	1885	2781	2864	6009	8559
COG0274	Deoxyribose-phosphate aldolase	1476	1951	2026	2002	1369	1508	531	452	674	637	1268	1944
COG0275	16S rRNA C1402 N4-methylase RsmH	2777	3869	3780	3687	2733	3349	1067	903	1347	1273	3052	3908
COG0276	Protoheme ferro-lyase (ferrochelatase)	2785	3756	4101	3944	2736	3313	1024	866	1268	1234	2545	3517
COG0277	FAD/FMN-containing dehydrogenase	14153	17852	18101	16985	12812	14394	6221	4627	7198	6268	15208	17712
COG0278	Glutaredoxin-related protein	407	614	548	589	452	490	199	172	220	228	569	528
COG0279	Phosphoheptose isomerase	2189	3192	3295	3335	2102	2658	866	760	1133	995	2269	2439
COG0280	Phosphotransacetylase	1816	2757	2837	2704	2061	2474	643	592	767	926	1799	2940
COG0281	Malic enzyme	3214	4310	4789	4568	3143	3793	1228	984	1424	1438	3053	3900
COG0282	Acetate kinase	3301	4831	4964	4629	3186	3783	1222	1024	1467	1319	3069	4218
COG0283	Cytidylate kinase	2079	2771	2891	2771	1926	2390	879	709	1042	971	2200	2779
COG0284	Orotidine-5'-phosphate decarboxylase	1800	2741	2852	2749	1819	2197	773	638	909	871	2071	2510
COG0285	Folylpolyglutamate synthase/Dihydropteroate synthase	3537	5000	5083	4902	3539	4128	1570	1161	1815	1674	3595	4981
COG0286	"Type I restriction-modification system, DNA methylase subunit"	5941	4985	6896	6117	3207	4877	1695	1473	2145	1750	4187	5036
COG0287	Prephenate dehydrogenase	2209	3075	3236	3038	2073	2416	956	703	1106	1017	2314	2949
COG0288	Carbonic anhydrase	2179	3203	2997	3059	2142	2433	829	676	919	995	2183	3323
COG0289	Dihydrodipicolinate reductase	2002	3057	2988	2987	2069	2469	893	685	1035	990	2284	3156
COG0290	Translation initiation factor IF-3	1326	1783	1811	1652	1287	1607	574	494	769	700	1599	1630
COG0291	Ribosomal protein L35	514	701	715	699	521	589	303	273	352	312	786	652
COG0292	Ribosomal protein L20	994	1405	1404	1279	938	1209	441	413	595	536	1264	1286
COG0293	23S rRNA U2552 (ribose-2'-O)-methylase RlmE/FtsJ	693	1054	1000	1052	797	860	271	287	296	390	762	919
COG0294	Dihydropteroate synthase	2735	3896	3887	3870	2613	3122	1413	947	1471	1376	2943	3771
COG0295	Cytidine deaminase	1015	1239	1224	1188	896	1004	421	322	502	437	1029	1181
COG0296	"1,4-alpha-glucan branching enzyme"	7283	10317	10188	9572	7290	8212	3254	2351	3788	3623	7769	8735
COG0297	Glycogen synthase	3942	5488	5863	5481	3779	4609	1136	1240	1755	1720	3590	5548
COG0298	Hydrogenase maturation factor	538	669	579	625	438	489	203	197	279	240	625	424
COG0299	Folate-dependent phosphoribosylglycinamide formyltransferase PurN	2019	2843	2863	2667	1915	2252	802	701	962	887	2076	2750
COG0300	Short-chain dehydrogenase	21689	28588	27780	26178	19975	21086	8855	6108	9212	8693	20176	24156
COG0301	"Adenylyl- and sulfurtransferase ThiI, participates in tRNA 4-thiouridine and thiamine biosynthesis"	430	748	692	712	376	558	170	132	226	242	527	835
COG0302	GTP cyclohydrolase I	1725	2017	2344	2025	1481	1829	772	609	856	876	1913	2243
COG0303	Molybdopterin biosynthesis enzyme	4546	6425	6544	6114	4337	4941	1883	1450	2184	2086	4867	6309
COG0304	3-oxoacyl-(acyl-carrier-protein) synthase	9401	12269	12674	11300	8786	10009	3092	2898	4423	4020	9291	13488
COG0305	Replicative DNA helicase	5584	6459	7174	6488	4483	6106	1926	1635	2354	2339	5141	6114
COG0306	Phosphate/sulfate permease	2135	3284	3010	2879	2506	2699	1164	860	1338	1258	2576	3085
COG0307	Riboflavin synthase alpha chain	1709	2460	2409	2295	1642	1950	694	606	848	846	1885	2300
COG0308	Aminopeptidase N	5418	8162	8154	8363	5867	7104	2143	1805	2716	2688	5716	8975
COG0309	Hydrogenase maturation factor	1418	1793	2000	1861	1296	1519	414	541	748	681	1414	1401
COG0310	"ABC-type Co2+ transport system, permease component"	253	424	392	369	325	313	92	132	154	138	341	327
COG0311	Glutamine amidotransferase PdxT (pyridoxal biosynthesis)	947	1238	1295	1224	768	977	494	354	562	456	937	969
COG0312	Predicted Zn-dependent protease or its inactivated homolog	5195	7493	8085	8062	5103	6643	1904	1868	2560	2578	5342	6970
COG0313	16S rRNA C1402 (ribose-2'-O) methylase RsmI	2271	3303	3406	3345	2148	2925	975	728	1096	1135	2385	3364
COG0314	Molybdopterin synthase catalytic subunit	1273	1643	1641	1618	1204	1361	636	447	706	621	1431	1761
COG0315	Molybdenum cofactor biosynthesis enzyme	1283	1798	1787	1761	1244	1414	670	502	708	686	1428	1743
COG0316	Fe-S cluster assembly iron-binding protein IscA	1671	2416	2268	2344	1730	1953	783	716	939	947	2079	2244
COG0317	"(p)ppGpp synthase/hydrolase, HD superfamily"	5588	7557	8097	7443	5297	6541	2181	1964	2813	2652	5692	6815
COG0318	Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II	39566	51568	51142	49024	34878	38705	14730	10511	15942	15708	37325	47567
COG0319	"ssRNA-specific RNase YbeY, 16S rRNA maturation enzyme"	1268	1759	1917	1884	1266	1603	552	452	679	634	1513	1623
COG0320	Lipoate synthase	2282	3295	3261	3188	2275	2635	948	841	1201	1166	2304	2946
COG0321	Lipoate-protein ligase B	1523	2284	2302	2235	1580	1854	688	527	812	761	1717	2179
COG0322	"Excinuclease UvrABC, nuclease subunit"	5206	7197	7807	7105	5116	6263	2085	1705	2642	2547	5747	7486
COG0323	DNA mismatch repair ATPase MutL	4260	5439	5976	5658	4054	4833	1512	1479	2098	1936	3969	5091
COG0324	tRNA A37 N6-isopentenylltransferase MiaA	2954	4274	4338	4041	2850	3545	1120	924	1441	1308	3054	3984
COG0325	"Uncharacterized pyridoxal phosphate-containing protein, affects Ilv metabolism, UPF0001 family"	2089	2963	3010	2854	1974	2303	923	670	1023	993	2107	2987
COG0326	"Molecular chaperone, HSP90 family"	2599	3400	3207	3341	2765	2879	887	818	915	1056	2289	2775
COG0327	"Putative GTP cyclohydrolase 1 type 2, NIF3 family"	730	982	869	802	772	832	303	227	374	392	884	1373
COG0328	Ribonuclease HI	2213	2384	2577	2457	1805	1973	720	680	866	818	2081	2129
COG0329	Dihydrodipicolinate synthase/N-acetylneuraminate lyase	7812	10948	10668	10391	7475	8839	3309	2527	3643	3454	7999	9964
COG0330	"Regulator of protease activity HflC, stomatin/prohibitin superfamily"	4888	6886	6790	6898	4784	5737	1621	1636	2018	2109	4981	5764
COG0331	Malonyl CoA-acyl carrier protein transacylase	3911	5369	5165	4988	3875	4327	1483	1216	1853	1725	3807	4857
COG0332	3-oxoacyl-[acyl-carrier-protein] synthase III	5347	7167	6991	6838	5014	5854	1875	1667	2374	2399	5154	6786
COG0333	Ribosomal protein L32	468	652	642	586	486	574	263	246	323	282	765	657
COG0334	Glutamate dehydrogenase/leucine dehydrogenase	3783	4911	5703	4632	3437	4399	1418	1223	2047	1859	4082	5341
COG0335	Ribosomal protein L19	991	1425	1440	1346	975	1230	456	442	574	538	1296	1231
COG0336	tRNA G37 N-methylase TrmD	1992	2798	3008	2703	1962	2499	837	696	1023	990	2186	2683
COG0337	3-dehydroquinate synthetase	3074	4392	4433	4150	2961	3510	1252	958	1480	1402	2974	4478
COG0338	Site-specific DNA-adenine methylase	1697	1577	1988	1912	1238	1528	506	483	670	664	1374	1273
COG0339	Zn-dependent oligopeptidase	3338	5114	4904	5373	3785	4272	1330	1021	1438	1490	3085	4844
COG0340	Biotin-(acetyl-CoA carboxylase) ligase	1993	3065	2984	2977	1993	2430	940	706	1081	1010	2195	3056
COG0341	Preprotein translocase subunit SecF	2150	3055	3249	3032	2152	2756	902	796	1148	1168	2469	3126
COG0342	Preprotein translocase subunit SecD	3483	5135	5227	5021	3503	4292	1368	1127	1773	1704	3838	4962
COG0343	Queuine/archaeosine tRNA-ribosyltransferase	2890	3891	4283	3787	2810	3612	1090	1026	1528	1414	3007	3669
COG0344	"Phospholipid biosynthesis protein PlsY, probable glycerol-3-phosphate acyltransferase"	1501	2178	2338	2188	1580	1905	625	589	848	804	1699	2296
COG0345	Pyrroline-5-carboxylate reductase	2050	3079	2992	2992	2119	2539	928	631	1018	1020	2273	2834
COG0346	"Catechol 2,3-dioxygenase or other lactoylglutathione lyase family enzyme"	7139	10112	9377	9610	6773	7476	2929	2758	3625	3298	8977	9054
COG0347	Nitrogen regulatory protein PII	1354	2415	2010	2053	1555	1786	567	580	747	810	2046	2284
COG0348	Polyferredoxin	786	901	928	899	872	851	202	345	306	405	857	956
COG0349	Ribonuclease D	1733	2465	2176	2110	1835	1942	885	627	912	919	1945	2307
COG0350	O6-methylguanine-DNA--protein-cysteine methyltransferase	2572	3503	3394	3339	2484	2784	1111	830	1159	1142	2848	3277
COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	1848	2723	2838	2823	1834	2242	870	627	977	875	1916	2400
COG0352	Thiamine monophosphate synthase	2409	3510	3559	3512	2232	2735	1029	837	1200	1103	2589	3146
COG0353	Recombinational DNA repair protein RecR	1793	2399	2626	2380	1782	2185	753	610	905	866	1979	2336
COG0354	"Folate-binding Fe-S cluster repair protein YgfZ, possible role in tRNA modification"	1111	1872	1793	1767	1279	1409	581	405	571	620	1370	1892
COG0355	"FoF1-type ATP synthase, epsilon subunit"	1237	1868	1787	1782	1244	1515	546	466	710	591	1541	1659
COG0356	"FoF1-type ATP synthase, membrane subunit a"	1926	2954	3000	2826	2072	2515	944	762	1045	988	2126	2626
COG0357	16S rRNA G527 N7-methylase RsmG (former glucose-inhibited division protein B)	1546	2301	2306	2310	1550	1906	802	526	811	800	1741	2100
COG0358	DNA primase (bacterial type)	5190	6173	7037	6530	4369	5564	1864	1514	2479	2100	4995	5968
COG0359	Ribosomal protein L9	1331	1862	1971	1833	1301	1714	599	506	783	695	1575	1826
COG0360	Ribosomal protein S6	891	1276	1292	1263	893	1136	455	374	566	481	1258	1123
COG0361	Translation initiation factor IF-1	1011	1415	1366	1333	973	1206	453	428	586	556	1431	1299
COG0362	6-phosphogluconate dehydrogenase	1381	1847	1736	1620	1329	1499	602	483	635	628	1278	1799
COG0363	6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase	2960	4183	4303	4060	2902	3202	1192	838	1373	1218	2811	4377
COG0364	Glucose-6-phosphate 1-dehydrogenase	6666	9523	10021	9430	6477	7448	2620	1901	2874	2617	5737	7657
COG0365	Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase	12375	15460	16578	14818	10878	12976	4897	3888	5563	5414	11941	15117
COG0366	Glycosidase	6060	7211	7224	6822	5340	5786	2974	1756	3116	2888	6264	7086
COG0367	Asparagine synthetase B (glutamine-hydrolyzing)	11311	15861	18679	16335	10169	13479	3135	3380	5368	4918	11826	19461
COG0368	Cobalamin synthase	748	834	871	866	605	657	314	275	317	299	774	579
COG0369	"Sulfite reductase, alpha subunit (flavoprotein)"	1444	1801	1742	1634	1493	1449	732	450	578	631	1401	1823
COG0370	Fe2+ transport system protein B	1794	2795	2523	2458	2059	2364	709	666	915	956	1888	2936
COG0371	"Glycerol dehydrogenase or related enzyme, iron-containing ADH family"	416	478	532	507	355	420	194	151	187	231	446	625
COG0372	Citrate synthase	5009	6860	7081	6471	4820	5527	2120	1617	2275	2249	5177	6648
COG0373	Glutamyl-tRNA reductase	3192	4417	4585	4253	2809	3453	1291	1031	1596	1531	3143	4294
COG0374	"Ni,Fe-hydrogenase I large subunit"	970	1242	1207	1279	895	1007	311	315	517	481	938	907
COG0375	Zn finger protein HypA/HybF (possibly regulating hydrogenase expression)	591	807	713	727	556	578	204	213	285	283	697	522
COG0376	Catalase (peroxidase I)	1947	3005	2595	3037	2344	2196	1030	760	958	960	2000	1996
COG0377	NADH:ubiquinone oxidoreductase 20 kD subunit (chhain B) or related Fe-S oxidoreductase	1541	1922	1966	1947	1417	1700	612	641	842	819	1883	1908
COG0378	Ni2+-binding GTPase involved in regulation of expression and maturation of urease and hydrogenase	1298	1806	1689	1740	1207	1334	369	400	583	534	1196	1321
COG0379	Quinolinate synthase	1795	2481	2486	2459	1754	2151	782	667	946	885	1898	2482
COG0380	Trehalose-6-phosphate synthase	3140	4333	4546	4295	2862	3413	1392	913	1580	1531	3382	3809
COG0381	UDP-N-acetylglucosamine 2-epimerase	3379	5050	5686	4977	3078	4442	1148	1076	1736	1662	3964	5643
COG0382	4-hydroxybenzoate polyprenyltransferase	2020	2991	2887	2841	2130	2412	894	793	1071	1016	2409	3063
COG0383	Alpha-mannosidase	2750	3420	3725	3445	2259	2743	1448	880	1472	1115	2266	2342
COG0384	"Predicted epimerase YddE/YHI9, PhzF superfamily"	2834	3673	3921	3727	2564	2879	1000	744	1194	1081	2505	3964
COG0385	Predicted Na+-dependent transporter	558	677	675	550	563	516	175	187	180	207	536	824
COG0386	"Glutathione peroxidase, house-cleaning role in reducing lipid peroxides"	1263	2140	1859	2091	1548	1588	462	379	442	585	1199	1802
COG0387	Ca2+/H+ antiporter	1434	1678	1597	1050	1244	1177	542	444	827	742	1684	3042
COG0388	Predicted amidohydrolase	7436	9797	9799	9135	6912	7985	3098	2481	3445	3441	7732	10380
COG0389	Nucleotidyltransferase/DNA polymerase involved in DNA repair	5048	6229	6671	5989	4373	5162	2029	1377	2267	2083	4903	6187
COG0390	"ABC-type iron transport system FetAB, permease component"	216	240	261	223	178	237	167	77	105	126	263	318
COG0391	"Archaeal 2-phospho-L-lactate transferase/Bacterial gluconeogenesis factor, CofD/UPF0052 family"	2369	2954	3431	3082	2017	2507	1084	773	1346	1118	2315	2630
COG0392	"Uncharacterized membrane protein YbhN, UPF0104 family"	1182	1563	1223	1311	991	1067	768	493	993	617	2259	1425
COG0393	"Uncharacterized conserved protein YbjQ, UPF0145 family"	1585	2084	1867	1856	1372	1544	833	538	821	666	1487	1251
COG0394	Protein-tyrosine-phosphatase	2628	3491	3462	3527	2479	2654	979	805	1090	1129	2635	3759
COG0395	"ABC-type glycerol-3-phosphate transport system, permease component"	11865	9767	10164	7785	8205	8221	5691	3680	5411	4987	10273	10951
COG0396	Fe-S cluster assembly ATPase SufC	1313	1883	2002	1878	1338	1717	689	509	758	686	1603	1661
COG0397	"Uncharacterized conserved protein YdiU, UPF0061 family"	954	1337	1165	1143	946	957	395	205	320	366	741	1370
COG0398	"Uncharacterized membrane protein YdjX, TVP38/TMEM64 family, SNARE-associated domain"	530	683	768	614	497	585	260	233	254	332	804	1017
COG0399	"dTDP-4-amino-4,6-dideoxygalactose transaminase"	13681	19083	21574	18724	12433	16415	3678	4150	6059	6173	14132	20438
COG0400	Predicted esterase	1868	2640	2384	2333	1941	1983	670	659	913	913	2133	2985
COG0401	"Uncharacterized membrane protein YqaE, homolog of Blt101, UPF0057 family"	35	37	35	22	41	28	31	17	12	16	50	55
COG0402	Cytosine/adenosine deaminase or related metal-dependent hydrolase	6350	8767	8033	7780	6354	6774	2309	2112	2602	2753	6363	9439
COG0403	"Glycine cleavage system protein P (pyridoxal-binding), N-terminal domain"	3043	4333	4515	4184	3056	3548	1345	1016	1544	1484	3146	4263
COG0404	Glycine cleavage system T protein (aminomethyltransferase)	6987	10401	9927	9821	7030	7837	2330	2059	2828	2962	6435	10443
COG0405	Gamma-glutamyltranspeptidase	10234	14069	14885	12630	9902	11538	3524	3111	4636	4689	10184	15263
COG0406	Broad specificity phosphatase PhoE	5531	6151	6363	5807	4358	5104	2537	1678	2686	2380	5593	6299
COG0407	Uroporphyrinogen-III decarboxylase	2916	4054	4248	4014	2797	3401	1072	1017	1346	1388	2780	3475
COG0408	Coproporphyrinogen III oxidase	707	1168	1049	1136	944	1039	280	284	343	393	794	997
COG0409	Hydrogenase maturation factor	1134	1591	1482	1557	1103	1356	344	434	543	532	1161	1084
COG0410	"ABC-type branched-chain amino acid transport system, ATPase component"	8438	9927	11109	10086	7107	8863	3623	2986	3870	3885	9851	9368
COG0411	"ABC-type branched-chain amino acid transport system, ATPase component"	9008	10835	12061	10787	7734	9438	3951	3083	4068	4100	10222	10055
COG0412	Dienelactone hydrolase	8071	12389	11919	11379	8296	9355	3300	2721	4028	3793	8953	10842
COG0413	Ketopantoate hydroxymethyltransferase	2089	3098	3137	2996	2021	2476	925	731	1148	1001	2275	3056
COG0414	Panthothenate synthetase	2186	3086	3165	3108	2088	2452	917	751	1091	1046	2266	3101
COG0415	Deoxyribodipyrimidine photolyase	1511	2210	1748	1760	2264	1843	1154	703	792	983	1591	1718
COG0416	Fatty acid/phospholipid biosynthesis enzyme	2377	3265	3502	3289	2334	2823	958	815	1217	1170	2421	3174
COG0417	DNA polymerase elongation subunit (family B)	1351	1558	1686	1758	1190	1528	461	505	483	556	1349	1269
COG0418	Dihydroorotase	489	681	711	717	499	619	134	143	167	236	466	546
COG0419	DNA repair exonuclease SbcCD ATPase subunit	2174	2047	2424	2240	1598	1889	779	695	984	893	2048	1990
COG0420	DNA repair exonuclease SbcCD nuclease subunit	1620	1717	1907	1709	1230	1477	651	513	783	709	1518	1786
COG0421	Spermidine synthase	2499	3727	3852	3528	2536	2954	680	885	1152	1200	2983	4485
COG0422	Thiamine biosynthesis protein ThiC	1336	1968	2028	2062	1367	1631	561	554	770	712	1701	1715
COG0423	Glycyl-tRNA synthetase (class II)	2006	2497	2646	2312	1735	2383	760	656	1002	984	2262	2582
COG0424	"Predicted house-cleaning NTP pyrophosphatase, Maf/HAM1 superfamily"	2231	3313	3266	3207	2331	2627	986	799	1110	1042	2338	3011
COG0425	TusA-related sulfurtransferase	495	452	604	500	362	454	269	201	252	243	623	577
COG0426	Flavorubredoxin	786	1120	1092	995	715	844	340	289	425	402	967	1283
COG0427	Acyl-CoA hydrolase	1685	2153	2241	2123	1612	1713	429	525	679	775	1580	2066
COG0428	Zinc transporter ZupT	571	723	770	687	520	626	217	211	349	306	883	943
COG0429	Predicted hydrolase of the alpha/beta-hydrolase fold	1426	2160	2161	2170	1525	1796	461	455	572	597	1376	2199
